AnnualIncome,HouseholdSize,YrsEdAfterHS,HrWkTV,AnnualCharges
39.9,4,4,23,12202.55
33.2,7,5,41,6694.98
83.5,8,0,27,17170.96
77.7,7,1,42,13853.67
41.2,2,4,54,3848.72
101.4,7,2,23,13654.27
29.9,7,5,40,9844.74
99.4,1,4,34,3441.93
52.6,2,2,13,11083.57
59.9,7,1,20,14050.47
107.7,5,4,38,22244.08
14.6,6,0,58,1407.73
64.8,7,4,13,10044.57
115.5,5,1,28,20070.77
49.2,7,0,37,9583.1
45,6,1,17,11619.51
76,2,5,38,18403.79
91.4,3,4,14,5187.39
92.6,7,5,59,15694.65
108.1,2,4,9,11416.78
86.2,7,0,10,18881.96
87.6,3,4,2,4067.11
90.7,7,4,22,10478.5
57.5,5,1,11,6972.76
79.9,2,1,35,16921.59
59.1,7,0,11,11463.52
62.9,4,4,3,14726.13
113.2,4,3,25,9255.43
92.3,6,4,4,7504.83
59.7,4,2,1,9349.45
93.3,8,5,13,16392.44
46.2,1,1,13,234.37
49.4,2,3,55,10705.74
57.5,1,3,2,2939.22
73.3,6,2,40,17751.9
51.7,2,5,18,7852.43
59,3,4,18,17973.63
84.7,4,4,40,14186.53
18.3,7,2,9,0
14.5,3,1,44,2087.56
102.3,6,3,35,17622.21
63.8,2,2,10,7648.12
33.7,8,3,23,7514.23
35.4,7,1,26,1010.66
101.3,3,5,21,9116.59
81.6,8,4,2,8693.43
115.5,3,1,10,20014.5
95,7,5,38,24232.28
62.5,5,4,31,17175.45
102.4,4,1,28,21108.5
93.3,2,1,48,10111.23
30.5,6,1,20,2098.69
47.7,8,2,46,15464.23
84.4,4,3,45,3772.74
47.6,2,2,56,3074.86
61.7,8,1,21,14127.44
35.4,7,3,14,11855.85
10,3,2,15,9708.21
121.8,4,2,19,13512.24
97.1,3,3,16,15629.08
80.7,2,5,16,3165.33
31,4,1,30,0
31.6,4,2,30,10962.5
35.9,6,2,3,15156.51
42.7,2,2,14,6369.37
85.6,5,0,34,4986.05
51.9,8,4,56,5828.63
53.6,5,1,48,11613.77
48.1,2,5,11,6536.54
27.2,7,3,28,0
54.5,6,2,36,6601.32
81.3,2,4,2,1323.28
33.5,2,2,8,0
60.9,3,3,9,15057.43
91.9,3,5,38,14616.27
46.7,3,2,24,0
59.5,5,4,6,6381.15
78.6,4,4,48,6834.42
42.9,7,3,31,16457.3
53.5,1,0,28,10853.55
72.7,3,3,3,16943.96
109.2,7,4,2,21614.76
86.1,4,3,34,17170.47
17.9,2,3,50,5560.52
81.1,4,0,41,22262.35
51.7,6,2,46,12685.51
73.3,2,0,43,14469.1
39.6,7,1,53,4075.5
72,4,1,30,16739.59
75.2,7,1,55,15815.36
47,3,5,25,247.86
46.1,4,0,45,1670.62
77.7,2,1,10,10993.1
98.2,1,4,49,21766.73
89.8,4,0,33,14243.58
71.4,6,3,59,11892.23
64.5,4,1,5,1906.73
111.9,4,2,20,14464.92
82.8,6,3,24,10087.76
92.9,4,1,24,25809.51
43,8,4,57,8055.98
58.8,4,1,19,9600.78
99.8,6,1,11,14515.17
46.2,8,0,50,12277.37
66.7,7,4,24,16009.98
40.6,6,3,46,4721.68
100.3,2,2,55,6941.22
46.7,6,2,27,2293.89
124.1,3,5,22,22627.06
41.1,5,1,27,17736.91
48.9,3,3,53,4744.67
45.1,2,5,11,3688.98
35.2,1,0,57,12113.75
91.6,1,1,10,18003.47
57,6,1,11,10354.95
81.9,3,3,14,14987.92
72.4,7,1,41,14411.35
51.2,2,1,28,13012.67
27.9,3,0,53,5647.73
98.6,4,2,7,21123.26
89.6,7,3,20,18435.38
42.3,2,0,48,526.86
67.9,2,1,57,13714.95
99.3,2,4,29,8476.61
58.8,2,4,2,10434.12
92.5,7,3,4,6310.91
48.6,7,5,17,3178.04
54,2,0,5,6326.81
100.2,8,5,34,14221.68
84.9,5,1,60,23179.38
93.4,4,2,5,18467.54
53.1,2,2,11,8674.16
60.2,4,3,23,9409.34
29.5,2,3,23,488.7
110.4,4,1,40,16873.86
97.3,7,2,43,22919.79
61.6,5,4,21,12309.64
16,5,2,35,15814.56
107.8,4,1,18,21827.68
67.5,4,0,53,16739.65
26.8,6,4,44,15375.89
96.5,3,2,52,9189.97
65.3,5,1,13,4646.41
11.8,4,1,43,753.28
88.7,3,3,3,17031.16
87.1,6,4,46,7716.43
63.2,5,4,30,10849
51.5,2,2,4,11294.09
39.7,2,2,16,5987.77
83.5,3,1,19,14236.04
35.3,4,1,11,6887.08
110.5,6,4,44,7149.39
20.3,3,4,9,0
124.6,5,2,17,21609.95
41.6,5,0,28,14049.93
27.6,6,1,59,12843.91
76.1,6,5,30,15288.36
43.6,1,4,55,9761.33
44.7,4,5,59,6302.44
108.8,7,2,49,24609.45
46.2,5,1,37,246.04
94.9,6,4,28,12650.26
89.2,2,3,31,17289.49
52.4,7,5,39,16573.76
30.2,4,5,8,10528.43
53.1,2,2,30,4570.42
51.1,6,1,18,18564.56
97.9,3,3,47,17419.45
35.4,4,4,44,14460.82
49.1,6,1,45,1905.26
49,4,1,38,11165.27
114.6,4,4,35,19394.54
33.3,6,4,14,9819.28
107.5,1,4,12,14796.73
116.1,4,5,7,12586.67
44.9,2,1,51,15145.76
103.7,5,2,57,9249.38
77.7,3,2,19,4884.96
39.4,5,4,8,8869.93
109.2,2,1,22,24839.49
106.4,1,3,1,12436.73
54.8,3,4,16,7483.82
84.6,3,1,47,13777.06
85.5,4,4,12,9622.81
15.3,6,4,35,7900.07
31.6,5,4,5,13591.26
79.9,3,1,17,22817.16
29.5,5,0,21,3891.19
54.7,5,0,0,15128.22
84.3,5,3,22,9000.66
99.8,7,4,50,15299.85
31.6,4,1,40,10622.93
67.1,7,3,24,5847.88
36,8,1,51,15943.72
46.7,7,2,34,3821.88
78.3,8,4,6,7766.72
27.4,2,0,13,14017.37
64.5,7,2,33,15545.77
91.9,7,4,20,13330.56
44.4,1,0,23,7566.37
109.2,3,1,17,12308.93
83.4,6,2,52,9983.62
110.4,4,3,5,15756.55
108.8,5,4,40,17430.71
80.2,7,2,52,6684.62
61.9,2,2,19,6838.27
123.1,8,3,36,22188.09
112.7,7,5,43,11920.21
75.4,2,3,10,4449.19
75.6,8,0,52,14772.26
88.4,4,2,39,16309.23
48.9,4,2,40,13919.4
48.5,2,1,49,5111.08
50.1,7,5,38,8470.04
55.8,6,4,60,9344.12
66.6,2,1,19,16532.58
104.8,6,0,34,27998.69
47,5,4,26,12768.37
72,7,2,48,16996.71
79.3,8,5,28,18961.52
51.4,4,1,15,19059.03
129.3,5,0,49,26720.44
49.4,4,4,17,8062.7
82.3,4,1,5,6728.79
63.6,5,0,5,8457.44
66.4,8,1,39,11025.34
86.6,4,0,30,9619.52
49,6,5,37,16014.79
40.4,6,5,2,11281.48
51.9,2,3,8,2680.68
62.7,6,0,38,15848.98
52.9,2,3,37,11820.71
85.7,3,1,38,17950.11
28.8,5,0,7,14374.13
32.5,4,5,56,2990.23
44.9,3,2,58,3360.94
43.1,3,4,31,3121.82
61.6,2,4,17,0
97.1,5,2,48,13912
120.9,2,3,36,9259.61
76.7,7,0,6,13817.65
90.6,8,5,48,10304.83
24.2,4,1,32,0
53.2,2,3,40,10450.15
84,5,1,12,12806.12
72.4,6,0,2,16169.75
82.4,1,2,3,4696.76
95,1,5,40,10624.22
43.1,4,4,58,6140.78
52.6,5,2,56,7010.09
20.3,8,1,35,9179.63
17.1,5,1,8,3281.62
102.9,4,4,56,13912.56
122.2,5,1,13,14787.37
98.4,5,2,51,12237.52
62,5,5,50,11383.52
47.2,6,0,46,15348.98
34,2,0,49,4525.89
22.7,1,4,42,0
78.2,2,0,7,15237.94
91.9,6,1,31,16185.63
39,2,1,15,5421.08
102.7,4,2,19,24168.55
47.5,5,2,39,9541.62
37.8,7,2,48,10950.17
98.9,3,2,28,11832.92
85.5,2,0,39,14890.21
97.8,3,3,12,18248.44
109.3,2,3,11,16035.15
41.6,7,1,31,13172.39
98.9,7,3,31,9866.21
125.4,3,2,52,13715.93
59.4,1,4,17,7058.77
90.2,6,1,6,16181.76
19.6,4,5,46,432.93
115.1,3,1,48,10553.85
28.7,4,4,45,930.38
64.2,7,2,17,7684.21
96.3,5,3,8,10195.57
19.3,2,3,18,0
96,6,4,40,24015.7
26.5,7,4,35,6522.25
65.5,5,0,45,10700.57
44.6,8,2,38,15464.38
37.6,8,4,28,2400.79
102.2,8,5,39,10278.21
59.9,3,2,32,14597.58
101,8,2,6,18410.88
91.6,4,3,9,21143.06
50.7,4,2,19,12334.64
49.4,7,1,36,9877.62
44.8,7,0,44,17202.56
73.9,5,0,56,18669.2
70.3,4,3,0,17179.62
113.3,6,4,56,20980.29
69.2,5,2,44,8512.69
54.1,7,5,31,15946.98
58.1,2,2,24,15077.2
110.9,2,0,47,16244.47
52.8,6,4,32,13876.08
57.6,2,4,13,989.71
81.8,4,1,18,14455.76
111.2,6,1,3,24853.99
31.2,3,0,56,14467.04
22.4,6,5,53,9960.61
42.3,6,3,13,11333
41.5,2,4,37,13203.97
50.1,3,1,17,12294.1
47.3,2,3,41,0
38.7,3,0,11,11159.3
42.7,6,0,57,12504.44
32.8,8,5,42,12158.7
45.3,7,1,15,9359.91
129.2,2,4,39,17173.61
72.5,6,2,47,9133.63
35,2,0,55,10240.58
74.4,8,1,33,23964.31
28.7,1,1,31,0
122.3,4,3,27,20865.23
45.1,4,2,28,5872.01
79.7,4,2,15,9060.76
117.7,7,4,29,24579.57
93.9,6,3,3,17526.2
32,2,1,32,0
56.1,5,3,57,10846.21
80.7,6,4,16,9870.91
78.3,8,5,29,19026.78
75.3,8,5,22,11256.6
50.6,6,1,15,6945.86
55.3,5,2,37,2688.08
67.1,3,1,35,8785.72
55.8,4,3,45,9238.06
72.2,7,3,25,11968.32
81.8,5,4,50,17378.8
52.7,2,2,54,4257.91
122.5,7,5,56,14938.94
51.5,3,1,18,10377.47
9.9,7,5,0,12465.51
76.9,6,4,15,13434.25
54.7,7,3,19,16407.78
93.9,2,3,37,12440.38
99.1,8,1,20,17925.01
100.7,1,0,15,7566.38
38.8,1,4,1,3767.35
28.4,7,0,36,10600.85
103.7,5,4,11,18971.69
54.1,6,1,25,7426.95
84.8,3,3,4,19767.13
36.2,7,5,13,6963.5
86.9,6,4,34,11051.54
109.8,5,5,6,10990.02
49.6,8,2,32,14057.74
66,2,5,23,13318.41
45.3,6,3,45,16220.79
69.3,3,5,35,18677.89
73.8,5,0,56,18096.4
64.1,2,0,58,11757.21
101,6,5,5,8259.22
86.4,7,4,31,19648.03
52.1,6,5,57,9822.03
48.3,1,1,23,10833.51
69.8,1,5,15,11379.62
31.6,2,1,35,3262.79
95.6,6,4,22,5360.36
58.4,3,0,13,15113.07
80.8,5,4,18,5049.67
91.5,3,3,28,17448.46
107.2,3,1,32,19135.98
45.2,1,4,19,6823.1
100.4,5,2,12,16775.97
104.6,7,2,28,15025.93
59.2,6,1,1,12211.23
86.2,8,3,22,15978.79
51.6,8,1,13,7792.66
81,7,1,47,22886.89
61.6,5,5,52,13526.2
35,7,2,49,2989.34
44.7,3,3,48,10168.21
65.9,4,4,21,8917.72
114.9,2,3,0,8706.97
38.4,4,0,56,9975.06
106.5,7,1,36,19659.22
65.8,4,3,9,14692.1
50.5,4,3,39,4146.14
113.5,2,1,34,17507.32
108.1,4,0,49,16447.64
38.9,2,1,10,7322.06
26.5,6,1,35,11246.05
40.2,3,1,21,2010.99
113.3,1,4,59,15139.08
56.7,5,4,37,3423.75
51.5,7,3,14,3674.78
68.2,6,1,33,12812.07
49,7,2,23,6306
69,1,4,4,8622.72
46.5,8,3,1,680.47
32,3,2,48,6407.99
71.5,1,1,11,11771.92
58,8,1,12,3654.62
123.8,1,2,52,24052.48
36.3,4,4,58,15086.12
107,4,3,27,19504.39
79.3,2,3,10,9228.6
80.6,5,0,57,7624.82
73.8,2,1,44,12468.91
75,5,3,56,4855.48
125.5,2,0,43,23806.88
75.4,7,2,11,17999.32
97.7,5,1,38,15799.69
84.7,2,5,40,15650.15
56.5,7,4,4,12346.27
44.4,8,2,22,6123.75
61.4,5,4,4,6190.69
84.8,8,1,17,22987.65
111.2,6,5,31,9798.97
44,5,5,37,14613.15
80.5,5,0,57,12296.3
78.3,2,2,11,4757.99
78.9,4,2,42,3611.85
75.3,2,4,19,5742.14
84.5,8,0,16,15025.88
46.4,2,1,3,13069.76
36.8,2,3,3,12854.74
123.9,2,4,29,8138.02
9.3,2,4,53,11552.74
27.4,1,1,29,4836.19
73.8,4,4,18,17163.91
69.5,2,5,44,5571.76
80,2,3,34,10146.2
51.7,8,2,33,16114.18
106.4,6,2,19,8164.33
102.5,7,2,40,9950.87
13.3,3,2,55,771.04
58.4,7,2,41,8956.85
33.9,6,1,29,7968.23
101.7,5,3,38,15481.44
111,4,2,59,12276.14
91.6,5,3,31,13088.52
65.9,1,4,16,16950.75
68.1,4,0,9,12756.9
28.4,3,5,44,2072.81
61.1,2,4,10,17140.81
91,7,1,10,14989.69
49.4,3,4,12,0
53,4,3,8,8428.25
84.3,7,3,50,8148.57
93.6,7,1,52,12279.08
29,4,1,6,14829.04
49.4,5,3,20,6835.5
32.6,8,2,54,5060.79
43.6,5,2,49,17355.52
69.4,5,1,34,9648.95
100,3,0,55,22562.01
121.5,1,2,25,17907.23
82.1,5,3,45,15414.54
109.5,6,3,38,7373.69
128.5,1,5,13,7063.65
74.7,4,4,2,16315.66
71.4,6,1,9,10684.08
83.6,5,1,29,8985.94
79.5,6,3,56,17847.28
67,5,4,19,12419.11
46.9,1,4,22,0
64.6,3,3,25,5359.87
111.4,3,2,37,13340.16
116.9,8,1,16,26360.62
57.3,1,4,43,2814.78
46.5,5,4,42,14493.67
89.5,5,3,44,10694.89
93.5,3,3,33,6083.9
52.2,6,3,16,9329.9
41.1,7,3,60,6940.63
64.5,1,3,10,5819.08
88.7,6,0,18,11702.45
46.3,5,0,44,11536.64
112.9,5,3,59,13825.91
30,6,4,56,3687.36
41.4,6,1,56,10443.54
77.1,4,5,53,15722.11
45.7,3,2,55,15846.65
35.4,2,5,57,0
88.6,3,3,57,11179.99
72.3,3,2,47,12394.32
89.5,6,5,40,20424.77
57.6,1,4,42,10642.36
90.4,7,1,18,14019.82
111.6,3,3,59,6245.37
35,7,4,15,0
117.1,8,2,1,20610.26
72.2,3,3,24,12339.15
38.5,4,4,9,15673.96
105.9,5,1,22,19690.03
49.7,4,2,49,7972.66
112.8,5,4,24,22475.21
100.4,6,5,34,18566.11
96,2,5,2,10816.53
39.2,2,3,14,7425.54
15.6,1,5,43,0
84.4,2,3,23,12749.67
85.5,1,3,43,21689.19
25.7,7,1,3,8051.56
52,2,1,38,16906.55
47.8,6,0,18,14521.53
24.1,6,2,1,5890.2
48.6,2,1,51,6428.6
32.1,3,3,45,8109.6
38.5,1,4,16,4656.3
52.3,2,1,48,4655.69
63.5,5,5,41,6749.32
79.6,1,0,18,17484.52
43.6,7,3,33,5574.69
85.1,8,3,28,10528.85
62.6,5,3,49,13669.07
53.5,2,1,39,7237.61
87.2,2,4,13,8219.13
58,6,3,55,11051.3
47.9,2,0,0,1274.16
50.1,6,2,36,14040.15
23.4,8,4,27,8060.25
117.6,7,4,51,25456.68
61.9,3,3,28,2598.92
27.7,7,1,30,5032.06
74.9,5,0,45,16982.35
74.9,6,0,36,10027.59
112.3,5,4,51,18056.45
80.4,3,1,40,11403.09
87.3,6,4,3,12040.22
50.5,6,3,46,9696.26
81.5,3,3,23,8005.74
89.6,8,5,53,15244.9
44.3,2,1,45,5383.34
42.7,6,1,37,13485.79
76,3,5,60,17258.18
133.1,5,3,8,11180.64
24.9,7,0,46,13021.82
24.6,7,3,52,14552.68
91.2,7,3,31,17677.35
62.6,2,5,55,10548.63
53.7,6,4,45,1127.46
31.6,7,2,25,10723.96
88.6,8,3,47,25895.27
69.4,5,5,30,3220.61
76.8,3,4,27,9749.82
54.1,4,1,5,5009.01
105.5,3,2,29,21664.32
88.8,2,5,3,6430.17
85.4,5,4,17,20787.54
23.4,6,3,21,0
88.7,3,3,10,7315.2
108.4,7,2,14,20222.35
57.6,5,4,58,7432.36
42.5,3,2,12,0
53.1,8,3,53,14597.04
29.7,1,2,2,4207.39
56.8,3,5,53,9322.05
113.4,7,3,20,20214.44
80,7,3,22,6376.93
100.6,7,4,52,13989.39
67,4,3,29,7378.57
117.7,1,1,0,23510.59
89,5,2,12,10710.49
68,2,4,18,5649.2
76.6,2,2,42,14610.78
94.6,4,4,4,10322.37
76.7,4,5,26,9473.04
95.7,7,5,5,14459.36
72.6,3,4,8,15884.07
31.1,8,4,37,2112.61
59.9,1,0,30,15077.35
51.8,3,4,52,8819.62
54.4,3,4,37,18226.1
82.8,3,4,16,9830.23
61.7,2,0,8,17094.56
79.2,5,1,49,8678.1
79.4,7,3,41,8457.12
28.8,3,2,23,2813.1
80.7,2,1,8,10055.69
39.2,4,3,46,0
23.9,4,4,48,3708.08
61.9,2,5,58,5545.56
122.5,6,4,24,19534.22
61,6,4,53,7092.88
49.7,2,2,18,14319.66
81.9,7,2,39,18308.38
17.3,1,2,37,12135.88
28.6,7,5,47,9702.69
73.9,4,2,50,15685.16
93.5,4,3,17,17402.41
49.7,8,2,28,16278.79
96.1,3,5,16,17436.86
65.3,8,3,54,6660.39
30.3,4,1,16,12393.23
70.9,3,0,28,16019.37
58,2,4,46,7685.61
27.2,4,2,34,4097.84
44.6,2,4,32,14621.34
79.6,8,4,23,19985.27
41.1,6,1,6,9527.64
79.3,6,2,18,8961.74
47.9,2,3,37,13703.92
31.8,4,5,30,7776.01
30.4,5,5,54,12412.31
43.3,1,4,14,12828.33
29.3,1,4,60,8649.06
54.2,8,2,50,10160.73
111.1,3,4,8,24639.26
41.3,8,0,27,4349.28
80.3,4,4,6,21788.32
59.2,7,5,56,11275.23
26.5,7,4,21,0
48.3,8,0,32,17375.24
70.3,6,2,54,17673.97
116.7,1,4,36,5843.93
72.9,5,1,3,12088.48
68.5,6,2,15,4883.27
62.6,1,3,43,18036.42
67.7,1,4,11,7516.23
90.3,5,4,23,15305.22
51.9,5,5,38,15440.68
69.8,8,2,44,18088.36
40.5,6,0,34,13920.76
83.1,8,2,37,14095.13
65.5,2,3,44,6070.26
23,3,2,34,7702.69
51.3,8,2,10,17822.26
39.8,3,3,58,351.28
66.2,7,2,2,7484.32
65.7,2,3,21,8612.98
38.2,6,1,35,15355.02
45.3,7,4,0,12690.41
98.9,1,2,38,16722.87
88.9,7,0,55,13356.68
15.5,4,4,48,0
46.6,4,2,11,12037.71
97.2,5,2,17,16903.36
94.3,4,3,18,14652.82
62,1,4,59,9730.73
35.3,2,2,32,3676.19
75.4,5,2,31,9841.34
38.1,6,5,51,12298.11
99.9,8,5,24,17240.65
128.6,8,2,21,17186.39
22.1,5,1,27,0
59.3,1,0,55,9133.23
84.7,5,3,20,14873.84
78.7,7,4,40,13050.56
105.5,6,1,52,11752.58
64.6,6,0,40,14835.14
128.8,4,2,41,19112.53
86.4,2,3,57,7737.05
83.8,1,2,41,12993.18
51.5,7,4,54,6477.21
72.6,6,4,28,10286.67
66.8,5,3,38,8136.37
106.2,6,2,54,25056.91
73.3,2,0,13,15443.68
40.3,4,2,35,6802.37
58.4,5,3,4,6503.23
78.5,3,4,3,6561.19
44.5,6,5,11,9266.06
39,6,0,37,12751.18
20,2,2,15,1932.11
129.5,4,4,29,12122.36
113.8,4,2,55,19278.66
57.2,3,3,32,10446.99
35.4,7,4,55,8847.86
46.4,5,1,57,10121.97
76.7,3,4,51,17733.86
39.5,3,2,59,18179.63
51.5,6,5,26,868.03
61.4,3,2,40,3286.68
39.4,5,0,9,10120.45
42.2,2,2,7,2244.24
17.6,7,0,23,8415.04
91.2,3,0,40,6494.02
134.2,8,5,27,22164.01
73.7,8,1,3,13969.95
100.8,5,1,22,16438.23
23.9,4,3,8,0
100.8,2,3,11,11386.62
116.4,1,1,21,20373.98
36.6,8,2,8,8733.42
73.7,5,4,26,5443.39
53.2,2,3,1,4951.98
53.4,2,2,58,4619.27
56.6,1,1,11,13818.29
86.2,2,4,30,7087.43
108.2,4,4,58,21737.49
31,4,5,30,5871.77
63.3,6,2,37,14834.59
109.8,8,1,43,19994.5
71.8,1,3,59,12169.28
118.6,3,2,46,12832.77
40.5,6,3,20,15457.72
46.3,5,3,59,11282.86
58.1,7,4,8,8806.3
89.6,6,3,54,7783.45
63.8,1,1,35,3325.81
111.8,5,4,25,16956.17
119.4,5,5,28,13062.34
71.2,4,1,28,15967.59
73.2,7,0,20,18329.35
39.5,7,4,10,3848.85
87.4,3,2,19,17729.75
41,3,3,16,12725.67
67.2,3,4,4,5604.43
95.7,1,3,39,19691.52
94.5,4,3,59,19431.27
42.4,2,3,27,7698.57
79.4,4,2,38,6817.75
34.8,2,2,24,6223.71
53.9,5,1,38,15377.14
103.6,5,2,26,13706.42
99.5,8,1,23,10081.47
74.2,3,2,51,7418.5
32.1,1,2,40,7842.18
32.6,3,2,41,16117.58
112,2,1,60,16780.34
117.7,4,4,58,16910.58
67.4,3,2,3,17209.08
44,6,1,9,13491.13
71.4,6,4,25,2256.1
63.9,4,2,30,13624.02
80.9,5,4,34,21225.72
17.4,2,4,43,4579.82
25.6,5,3,9,5485.93
43.9,6,2,45,12549.31
106.1,3,4,24,22820.28
110.9,4,4,55,18404.76
111.7,7,4,56,17441.99
63.5,4,3,41,4489.61
46.6,5,4,32,16312.46
125.3,3,2,8,22999.9
45.7,3,2,22,10195.14
40.4,5,0,24,1343.23
77.2,2,4,15,15327.62
55.1,8,1,16,12701.8
79.6,5,0,33,16596.08
77.3,2,5,42,7655.68
119.6,3,1,55,20926.84
92.9,5,4,8,15480.98
35.5,2,4,45,3004.38
59.6,7,4,23,8984.53
68.1,3,3,41,10206.27
90,3,0,55,16933.94
54.8,3,1,25,18379.52
32.6,2,4,46,3067.87
39,7,2,55,15500.82
106.3,7,3,8,19339.16
14.8,6,1,53,5630.74
102.8,3,1,12,24888.58
52.8,3,2,44,14374.69
46.7,4,5,48,1888.9
54.5,2,1,48,8780.18
111.2,4,5,60,18175.74
92.8,3,3,45,17682.79
92.9,3,3,32,7091.07
47.4,2,2,47,7784.48
92.6,2,2,44,9718.84
114.1,6,3,44,24418.45
78.3,2,3,20,8756.43
55.7,8,2,25,16761.47
25.1,4,4,40,11609.26
76.1,2,1,11,18394.57
43.6,1,1,15,3198.94
94.7,5,2,15,11050.49
112,4,2,37,19379.23
46.8,6,4,7,2554.08
77.8,4,2,43,22176.2
27,7,0,21,9841.22
55,1,3,35,6460.62
77.1,5,3,36,13616.29
62.5,2,2,21,5944.13
49,2,3,51,0
106.4,7,2,41,8420.07
13.5,7,1,58,15683.71
52.7,2,2,9,15944.98
42,7,3,43,12078.35
66.1,4,2,4,14737.41
79.7,6,1,40,16241.73
80.1,5,3,23,18658.06
93.7,7,4,35,15012.01
55.6,6,2,57,16871.71
64.5,3,3,39,8502.02
64.5,3,1,33,1831.98
123.3,7,5,29,15467.85
40.5,3,2,31,9058.88
80.4,8,4,3,23952.27
83,1,0,11,8693.76
75.8,3,1,34,12186.49
40.3,2,1,50,0
87.3,2,2,33,21262.11
53.9,4,2,10,13355.92
68,5,1,3,12930.41
54.7,8,2,13,1942.98
96.9,8,1,45,9869.54
86.1,2,1,33,18937.82
104.1,1,4,48,14694.75
36.7,6,4,58,18052.68
73.9,1,4,21,228.58
91.2,7,4,26,20726.92
102.2,1,3,50,17835.99
27.2,1,1,3,0
49.3,3,1,4,0
68,3,3,55,12130.48
59.2,2,4,3,15297.43
10.8,5,1,31,3660.32
43.4,2,0,1,2923.13
51.5,2,2,2,7578.27
43,3,5,24,3899.29
92.4,3,5,53,9254.13
84.8,7,3,53,8495.89
35.8,3,1,6,9505.28
56.4,7,0,56,15939.03
83.4,4,4,40,8744.84
53.3,4,4,4,14559.58
27,3,3,3,0
92.3,1,2,53,9617.03
76.6,3,2,50,15520.85
83.4,7,4,41,15454.28
88.5,5,3,49,18953.18
79.8,1,1,21,4904.91
47.5,6,2,54,6708.44
61.7,1,2,34,8831.68
87.9,8,4,3,17751.5
36.2,3,1,28,12605.43
79.3,4,3,51,8363.03
41.7,5,0,37,16960.91
77,4,2,17,18088.38
58.7,2,2,33,3596.44
71.7,1,3,30,10429.36
31,8,4,57,3654.73
84.8,8,2,38,19026.43
31.1,3,0,26,8813.87
24.9,4,2,33,10064.27
88.4,2,5,38,10126.36
112.9,7,3,36,23060.71
62.1,3,2,47,5599.12
81.7,2,4,18,7559.99
42.9,8,0,18,14910.5
120.9,4,4,43,14889.3
36.6,5,1,56,4723.56
13.7,5,2,37,9805.22
89,1,1,18,18103.02
92.1,8,3,1,16776.29
96.4,2,2,42,18900.9
110.1,5,3,48,21291.13
98.1,2,1,34,20649.45
74,1,3,31,11145.04
54.5,8,2,60,12470.22
51.6,4,0,5,8968.16
50.6,2,2,10,9412.42
46.1,6,2,28,2195.54
89.7,5,3,54,16989.71
105,1,1,41,21902.71
53.5,1,2,17,10383.1
52.9,3,3,28,7971.68
36.5,7,5,14,12471.73
76.2,2,4,58,11635.47
43.8,3,5,47,4374.85
34.2,4,1,11,3448.77
89.1,5,0,51,17217.08
106.4,3,0,41,19083.85
21.4,7,2,11,10010.45
51.8,4,3,25,16836.45
46.9,2,2,50,16091.44
51.2,7,0,36,12198.96
56,7,5,38,11703.25
43.3,7,3,14,2855.92
44.6,1,1,13,17113.13
36.1,2,3,16,11544.57
50.9,2,3,17,16017.19
56.2,2,3,50,12468.78
53.5,6,4,30,11926.35
99.7,5,1,52,14066.05
68.9,7,3,36,12573.58
54.8,4,0,15,2326.93
46.1,8,5,13,0
55,6,2,23,8550.09
55.1,3,2,53,13850.63
25,5,2,23,9119.78
82.9,6,3,2,14726.4
86.6,1,3,24,15394.08
119.8,4,0,55,11007.84
74,1,5,20,6790.11
106.9,2,3,24,21423.65
18.9,2,3,53,8174.54
103.2,3,2,32,14747.91
114.1,6,0,54,17206.93
83.1,3,2,50,8919.1
39,7,0,45,7504.38
37.8,7,4,53,5128.79
63.9,6,4,43,6591.96
35.8,3,4,7,11822.32
61.4,2,2,56,4349.5
38.7,2,5,38,365.74
49,3,2,12,3686.1
26.1,2,4,54,1658.47
78.2,4,2,44,21689.98
38.5,4,1,48,2583.91
101,6,4,41,9279.64
38.3,3,2,40,11692.33
81.3,5,4,18,15132.07
32.6,2,5,8,0
67.2,5,1,38,16499.41
45.7,4,1,47,17919.01
36,8,0,10,9013.83
62.1,8,3,39,14880.06
79.8,5,4,57,5964.43
50.1,5,2,31,5067.8
34.3,2,2,54,5594.16
27.8,1,2,45,3389.73
47.7,6,2,5,8611.49
68.7,4,4,49,17636.15
25.9,3,2,59,2258.23
56,2,3,27,5356.45
14.5,5,0,0,112.21
25,7,2,49,9304.96
56.6,4,4,41,14532.57
103.8,3,5,51,6430.14
47.7,6,4,45,415.05
109.5,5,2,25,22602.71
120.7,6,1,14,22786.17
73.3,4,4,14,14192.82
74.3,6,3,41,17207.52
114.8,6,5,52,23702.79
53,8,5,23,6372.21
100.8,3,4,26,9000.45
100.7,1,0,48,18988.38
74,4,4,12,9882.25
37.2,3,4,44,0
39,7,2,5,4691.39
80.2,6,0,33,9272.81
25,7,3,34,16324.82
100.8,2,4,35,22401.47
93.7,5,4,1,7889.7
65.3,7,4,10,10705.21
30.4,8,2,43,6037.98
122.5,2,2,30,21423.87
54.4,2,1,7,7863.94
28,6,5,38,6251.86
98.5,6,4,35,12472.26
99.7,6,1,14,16479.65
85.7,6,1,23,18592.85
63.3,7,2,45,13570.3
91.1,8,2,19,15294.63
66.6,2,2,14,15932.51
46.9,5,3,32,5765.33
21.2,6,5,1,12110.57
100,3,4,58,21218.49
86.9,7,2,5,19747.6
